,STATISTIC,STATISTIC Label,TLIST(M1),Month,C02431V02938,Meteorological Weather Station,UNIT,VALUE
3139,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,5,Claremorris,Knots,44.0
3140,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,6,Clones,Knots,57.0
3141,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,7,Cork airport,Knots,36.0
3142,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,8,Dublin airport,Knots,48.0
3144,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,10,Kilkenny,Knots,45.0
3145,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,11,Malin head,Knots,65.0
3146,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,12,Mullingar,Knots,52.0
3147,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,13,Roches Point,Knots,42.0
3148,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,14,Rosslare,Knots,51.0
3149,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197506,1975M06,15,Shannon airport,Knots,42.0
3150,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,1,Belmullet,Knots,41.0
3151,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,2,Birr,Knots,42.0
3152,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,3,Valentia Observatory,Knots,36.0
3153,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,4,Casement,Knots,42.0
3154,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,5,Claremorris,Knots,36.0
3155,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,6,Clones,Knots,34.0
3156,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,7,Cork airport,Knots,42.0
3157,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,8,Dublin airport,Knots,39.0
3159,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,10,Kilkenny,Knots,37.0
3160,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,11,Malin head,Knots,40.0
3161,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,12,Mullingar,Knots,39.0
3162,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,13,Roches Point,Knots,42.0
3163,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,14,Rosslare,Knots,45.0
3164,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197507,1975M07,15,Shannon airport,Knots,38.0
3165,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,1,Belmullet,Knots,47.0
3166,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,2,Birr,Knots,35.0
3167,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,3,Valentia Observatory,Knots,45.0
3168,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,4,Casement,Knots,37.0
3171,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,7,Cork airport,Knots,37.0
3174,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,10,Kilkenny,Knots,36.0
3175,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,11,Malin head,Knots,39.0
3176,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,12,Mullingar,Knots,35.0
3177,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,13,Roches Point,Knots,49.0
3178,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,14,Rosslare,Knots,37.0
3179,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197508,1975M08,15,Shannon airport,Knots,36.0
3180,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,1,Belmullet,Knots,84.0
3181,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,2,Birr,Knots,44.0
3182,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,3,Valentia Observatory,Knots,48.0
3183,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,4,Casement,Knots,51.0
3184,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,5,Claremorris,Knots,58.0
3185,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,6,Clones,Knots,56.0
3186,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,7,Cork airport,Knots,49.0
3187,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,8,Dublin airport,Knots,46.0
3189,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,10,Kilkenny,Knots,44.0
3190,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,11,Malin head,Knots,64.0
3191,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,12,Mullingar,Knots,45.0
3192,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,13,Roches Point,Knots,52.0
3193,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,14,Rosslare,Knots,56.0
3194,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197509,1975M09,15,Shannon airport,Knots,48.0
3195,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,1,Belmullet,Knots,58.0
3196,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,2,Birr,Knots,52.0
3197,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,3,Valentia Observatory,Knots,58.0
3198,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,4,Casement,Knots,53.0
3199,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,5,Claremorris,Knots,42.0
3200,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,6,Clones,Knots,44.0
3201,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,7,Cork airport,Knots,50.0
3202,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,8,Dublin airport,Knots,42.0
3204,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,10,Kilkenny,Knots,38.0
3205,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,11,Malin head,Knots,58.0
3206,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,12,Mullingar,Knots,47.0
3207,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,13,Roches Point,Knots,55.0
3208,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,14,Rosslare,Knots,45.0
3209,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197510,1975M10,15,Shannon airport,Knots,46.0
3210,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,1,Belmullet,Knots,48.0
3211,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,2,Birr,Knots,40.0
3212,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,3,Valentia Observatory,Knots,46.0
3213,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,4,Casement,Knots,53.0
3214,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,5,Claremorris,Knots,48.0
3215,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,6,Clones,Knots,45.0
3216,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,7,Cork airport,Knots,46.0
3217,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,8,Dublin airport,Knots,43.0
3219,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,10,Kilkenny,Knots,38.0
3220,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,11,Malin head,Knots,61.0
3221,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,12,Mullingar,Knots,42.0
3222,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,13,Roches Point,Knots,51.0
3223,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,14,Rosslare,Knots,44.0
3224,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197511,1975M11,15,Shannon airport,Knots,43.0
3225,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,1,Belmullet,Knots,67.0
3226,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,2,Birr,Knots,47.0
3227,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,3,Valentia Observatory,Knots,59.0
3228,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,4,Casement,Knots,67.0
3229,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,5,Claremorris,Knots,55.0
3230,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,6,Clones,Knots,45.0
3231,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,7,Cork airport,Knots,46.0
3232,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,8,Dublin airport,Knots,39.0
3234,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,10,Kilkenny,Knots,41.0
3235,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,11,Malin head,Knots,64.0
3236,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,12,Mullingar,Knots,49.0
3237,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,13,Roches Point,Knots,49.0
3238,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,14,Rosslare,Knots,50.0
3239,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197512,1975M12,15,Shannon airport,Knots,47.0
3240,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,1,Belmullet,Knots,67.0
3241,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,2,Birr,Knots,85.0
3242,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,3,Valentia Observatory,Knots,72.0
3243,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,4,Casement,Knots,76.0
3244,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,5,Claremorris,Knots,61.0
3245,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,6,Clones,Knots,77.0
3246,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,7,Cork airport,Knots,70.0
3247,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,8,Dublin airport,Knots,68.0
3249,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,10,Kilkenny,Knots,76.0
3250,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,11,Malin head,Knots,77.0
3251,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,12,Mullingar,Knots,70.0
3252,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,13,Roches Point,Knots,81.0
3253,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,14,Rosslare,Knots,74.0
3254,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197601,1976M01,15,Shannon airport,Knots,82.0
3255,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,1,Belmullet,Knots,60.0
3256,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,2,Birr,Knots,43.0
3257,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,3,Valentia Observatory,Knots,61.0
3258,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,4,Casement,Knots,48.0
3259,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,5,Claremorris,Knots,44.0
3260,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,6,Clones,Knots,43.0
3261,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,7,Cork airport,Knots,49.0
3262,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,8,Dublin airport,Knots,43.0
3264,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,10,Kilkenny,Knots,38.0
3265,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,11,Malin head,Knots,58.0
3266,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,12,Mullingar,Knots,46.0
3267,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,13,Roches Point,Knots,45.0
3268,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,14,Rosslare,Knots,45.0
3269,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197602,1976M02,15,Shannon airport,Knots,53.0
3270,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,1,Belmullet,Knots,51.0
3271,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,2,Birr,Knots,48.0
3272,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,3,Valentia Observatory,Knots,57.0
3273,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,4,Casement,Knots,54.0
3274,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,5,Claremorris,Knots,47.0
3275,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,6,Clones,Knots,46.0
3276,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,7,Cork airport,Knots,52.0
3277,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,8,Dublin airport,Knots,47.0
3279,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,10,Kilkenny,Knots,37.0
3280,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,11,Malin head,Knots,59.0
3281,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,12,Mullingar,Knots,47.0
3282,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,13,Roches Point,Knots,56.0
3283,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,14,Rosslare,Knots,47.0
3284,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197603,1976M03,15,Shannon airport,Knots,45.0
3285,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,1,Belmullet,Knots,55.0
3286,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,2,Birr,Knots,50.0
3287,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,3,Valentia Observatory,Knots,44.0
3288,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,4,Casement,Knots,43.0
3289,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,5,Claremorris,Knots,41.0
3290,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,6,Clones,Knots,42.0
3291,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,7,Cork airport,Knots,46.0
3292,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,8,Dublin airport,Knots,42.0
3294,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,10,Kilkenny,Knots,43.0
3295,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,11,Malin head,Knots,51.0
3296,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,12,Mullingar,Knots,42.0
3297,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,13,Roches Point,Knots,50.0
3298,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,14,Rosslare,Knots,44.0
3299,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197604,1976M04,15,Shannon airport,Knots,42.0
3300,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,1,Belmullet,Knots,50.0
3301,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,2,Birr,Knots,43.0
3302,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,3,Valentia Observatory,Knots,53.0
3303,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,4,Casement,Knots,49.0
3304,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,5,Claremorris,Knots,47.0
3305,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,6,Clones,Knots,48.0
3306,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,7,Cork airport,Knots,45.0
3307,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,8,Dublin airport,Knots,43.0
3309,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,10,Kilkenny,Knots,40.0
3310,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,11,Malin head,Knots,52.0
3311,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,12,Mullingar,Knots,45.0
3312,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,13,Roches Point,Knots,53.0
3313,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,14,Rosslare,Knots,48.0
3314,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197605,1976M05,15,Shannon airport,Knots,46.0
3315,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,1,Belmullet,Knots,45.0
3317,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,3,Valentia Observatory,Knots,42.0
3318,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,4,Casement,Knots,43.0
3319,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,5,Claremorris,Knots,37.0
3320,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,6,Clones,Knots,36.0
3322,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,8,Dublin airport,Knots,36.0
3325,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,11,Malin head,Knots,43.0
3326,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,12,Mullingar,Knots,34.0
3328,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,14,Rosslare,Knots,37.0
3329,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197606,1976M06,15,Shannon airport,Knots,35.0
3330,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,1,Belmullet,Knots,47.0
3331,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,2,Birr,Knots,35.0
3332,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,3,Valentia Observatory,Knots,47.0
3333,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,4,Casement,Knots,38.0
3335,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,6,Clones,Knots,36.0
3336,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,7,Cork airport,Knots,41.0
3337,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,8,Dublin airport,Knots,35.0
3340,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,11,Malin head,Knots,41.0
3341,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,12,Mullingar,Knots,37.0
3342,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,13,Roches Point,Knots,47.0
3343,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,14,Rosslare,Knots,36.0
3344,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197607,1976M07,15,Shannon airport,Knots,45.0
3355,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197608,1976M08,11,Malin head,Knots,38.0
3358,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197608,1976M08,14,Rosslare,Knots,37.0
3360,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,1,Belmullet,Knots,52.0
3361,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,2,Birr,Knots,46.0
3362,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,3,Valentia Observatory,Knots,60.0
3363,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,4,Casement,Knots,46.0
3364,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,5,Claremorris,Knots,45.0
3365,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,6,Clones,Knots,53.0
3366,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,7,Cork airport,Knots,46.0
3367,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,8,Dublin airport,Knots,49.0
3369,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,10,Kilkenny,Knots,43.0
3370,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,11,Malin head,Knots,60.0
3371,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,12,Mullingar,Knots,46.0
3372,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,13,Roches Point,Knots,51.0
3373,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,14,Rosslare,Knots,53.0
3374,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197609,1976M09,15,Shannon airport,Knots,42.0
3375,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,1,Belmullet,Knots,72.0
3376,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,2,Birr,Knots,51.0
3377,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,3,Valentia Observatory,Knots,55.0
3378,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,4,Casement,Knots,52.0
3379,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,5,Claremorris,Knots,52.0
3380,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,6,Clones,Knots,61.0
3381,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,7,Cork airport,Knots,55.0
3382,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,8,Dublin airport,Knots,53.0
3384,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,10,Kilkenny,Knots,45.0
3385,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,11,Malin head,Knots,67.0
3386,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,12,Mullingar,Knots,53.0
3387,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,13,Roches Point,Knots,56.0
3388,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,14,Rosslare,Knots,56.0
3389,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197610,1976M10,15,Shannon airport,Knots,51.0
3390,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,1,Belmullet,Knots,69.0
3391,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,2,Birr,Knots,53.0
3392,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,3,Valentia Observatory,Knots,58.0
3393,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,4,Casement,Knots,63.0
3394,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,5,Claremorris,Knots,46.0
3395,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,6,Clones,Knots,52.0
3396,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,7,Cork airport,Knots,51.0
3397,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,8,Dublin airport,Knots,54.0
3399,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,10,Kilkenny,Knots,46.0
3400,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,11,Malin head,Knots,65.0
3401,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,12,Mullingar,Knots,43.0
3402,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,13,Roches Point,Knots,58.0
3403,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,14,Rosslare,Knots,57.0
3404,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197611,1976M11,15,Shannon airport,Knots,44.0
3405,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,1,Belmullet,Knots,46.0
3406,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,2,Birr,Knots,43.0
3407,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,3,Valentia Observatory,Knots,65.0
3408,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,4,Casement,Knots,49.0
3409,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,5,Claremorris,Knots,39.0
3410,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,6,Clones,Knots,40.0
3411,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,7,Cork airport,Knots,55.0
3412,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,8,Dublin airport,Knots,43.0
3414,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,10,Kilkenny,Knots,43.0
3415,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,11,Malin head,Knots,49.0
3416,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,12,Mullingar,Knots,39.0
3417,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,13,Roches Point,Knots,63.0
3418,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",197612,1976M12,14,Rosslare,Knots,54.0
